1988, 179.9, 1.0, 4.5, 14.9, 26.7, 29.4, 16.1, 6.1, 1.3
1989, 179.8, 1.2, 4.2, 15.5, 26.5, 29.3, 16.3, 5.7, 1.1
1990, 179.7, 1.1, 4.7, 15.1, 27.1, 28.9, 16.2, 5.7, 1.3
1991, 179.9, 1.2, 4.2, 14.8, 26.2, 29.8, 16.5, 6.1, 1.2
1992, 179.7, 1.3, 4.7, 15.2, 27.1, 28.5, 16.1, 5.8, 1.2
1993, 179.5, 1.3, 5.0, 15.5, 27.0, 28.5, 15.9, 5.6, 1.2
1994, 179.8, 1.3, 4.3, 14.9, 27.0, 29.2, 16.0, 6.0, 1.4
1995, 179.4, 1.6, 5.2, 15.8, 27.2, 28.3, 15.0, 5.6, 1.2
1996, 179.6, 1.5, 4.8, 15.6, 26.3, 28.7, 16.0, 6.0, 1.2
1997, 179.9, 1.2, 4.7, 14.8, 26.1, 28.7, 16.8, 6.2, 1.4
1998, 179.4, 1.4, 5.4, 15.7, 26.8, 28.1, 15.5, 5.6, 1.2
1999, 179.6, 1.6, 4.9, 15.2, 26.9, 28.0, 16.6, 5.5, 1.3
2000, 179.9, 1.4, 4.5, 14.5, 25.9, 29.2, 16.9, 6.1, 1.5
2001, 179.6, 1.3, 4.7, 15.6, 26.7, 28.7, 16.2, 5.5, 1.2
2002, 179.7, 1.4, 4.6, 15.3, 26.4, 29.2, 16.0, 5.5, 1.3
2003, 179.9, 1.3, 4.9, 14.4, 26.2, 28.5, 17.1, 6.1, 1.4
2004, 179.8, 1.2, 4.9, 14.8, 26.5, 28.4, 17.0, 5.8, 1.5
2005, 179.8, 1.2, 4.8, 15.0, 26.9, 27.9, 17.0, 5.8, 1.4
2006, 179.9, 1.2, 4.7, 15.0, 26.6, 28.2, 16.8, 6.1, 1.4
2007, 179.9, 1.2, 4.6, 15.0, 26.2, 28.2, 17.0, 6.2, 1.5


